DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
28-AUG-2017,416.4,420.45,412.1,416.3,111858,416.3
24-AUG-2017,414.8,419,413.05,414.1,91806,414.1
23-AUG-2017,411.1,416.95,410.2,413.7,121057,413.7
22-AUG-2017,417,418.9,407.15,408.95,112484,408.95
21-AUG-2017,423.65,425.45,412.55,413.9,116976,413.9
18-AUG-2017,423.65,433,419,422.6,308845,422.6
17-AUG-2017,417.5,433,416.5,425.6,304014,425.6
16-AUG-2017,410.95,417.2,408.5,414.9,149819,414.9
14-AUG-2017,408,412.85,403.1,409.55,139515,409.55
11-AUG-2017,395,407,392.2,397.7,167676,397.7
10-AUG-2017,428.55,428.55,401,408,198072,408
09-AUG-2017,437.25,437.6,427.05,428.4,183623,428.4
08-AUG-2017,442.5,449.85,433.05,436.05,196162,436.05
07-AUG-2017,447,455,446.1,448.65,201837,448.65
04-AUG-2017,450.45,451.7,443.5,446.4,147647,446.4
03-AUG-2017,459,461.4,448,450.8,274159,450.8
02-AUG-2017,461.65,465.7,457.2,459.75,201987,459.75
01-AUG-2017,467.3,467.7,458.25,460,150436,460
31-JUL-2017,462.7,472,462.5,465.7,286051,465.7
28-JUL-2017,459.7,469.75,457.05,461.95,253112,461.95
27-JUL-2017,472.45,474.65,459.35,461.55,202661,461.55
26-JUL-2017,465.35,484.65,464.55,471.3,769263,471.3
25-JUL-2017,468.95,469.85,458.1,463.25,230608,463.25
24-JUL-2017,466.95,471.85,460.05,468.2,415583,468.2
21-JUL-2017,462.6,476.8,461.85,465.35,812207,465.35
20-JUL-2017,456,464.2,456,456.9,235930,456.9
19-JUL-2017,453.35,457.95,453.1,456.65,137793,456.65
18-JUL-2017,458.7,459.45,450.1,451.35,154982,451.35
17-JUL-2017,460.6,468.85,458.9,461.2,230884,461.2
14-JUL-2017,467.95,467.95,456.3,458,282498,458
13-JUL-2017,473.45,477.85,466,468.3,316664,468.3
12-JUL-2017,462.45,476.4,462.45,471.45,367702,471.45
11-JUL-2017,470.95,482.55,458.55,461.1,546592,461.1
10-JUL-2017,480,480,466.25,468.6,55831,468.6
07-JUL-2017,446.65,486,441.2,474.9,1337952,474.9
06-JUL-2017,450,454.4,446,447.5,224146,447.5
05-JUL-2017,437,451.7,437,447.8,410703,447.8
04-JUL-2017,437.65,444.95,435.55,439.35,291048,439.35
03-JUL-2017,428.95,436.5,427.65,433.85,170194,433.85
30-JUN-2017,432.8,432.8,426.3,428.5,137808,428.5
29-JUN-2017,430.4,436.9,430.4,432.95,152484,432.95
28-JUN-2017,434,434,427.05,428.55,167637,428.55
27-JUN-2017,443.95,444.95,431.3,434.35,178801,434.35
23-JUN-2017,454,456.7,441.45,443.3,301293,443.3
22-JUN-2017,453.95,467.7,447.25,450.35,509562,450.35
21-JUN-2017,455.3,458.6,448,452.95,167165,452.95
20-JUN-2017,460,465,452.75,455.95,284827,455.95
19-JUN-2017,460.85,469.3,456.05,457.9,233925,457.9
16-JUN-2017,446.4,470.8,445.5,458.8,1130327,458.8
15-JUN-2017,435,446.65,433.95,441.45,358509,441.45
14-JUN-2017,426.45,439.8,422.05,435.15,339069,435.15
13-JUN-2017,426,430.1,424.2,424.85,101203,424.85
12-JUN-2017,430.5,432.95,423,424.35,107033,424.35
09-JUN-2017,432.8,438.25,430.55,433.35,152967,433.35
08-JUN-2017,435.95,437.25,429.1,431.4,124073,431.4
07-JUN-2017,430.8,438.9,428.3,435.65,147556,435.65
06-JUN-2017,437.9,438.35,428.55,429.55,111574,429.55
05-JUN-2017,435.95,441.6,431.5,436.5,192001,436.5
02-JUN-2017,436.5,441.5,429,433,163844,433
01-JUN-2017,436,438.9,431.1,434.45,126195,434.45
31-MAY-2017,439.35,443,435.4,437.45,206561,437.45
30-MAY-2017,423.1,437.85,418,433.85,294169,433.85
29-MAY-2017,440.1,442.7,421.65,425.45,290978,425.45
26-MAY-2017,428,444,423.4,440.9,284566,440.9
25-MAY-2017,421.8,429,416.45,427.05,182670,427.05
24-MAY-2017,439.2,439.8,414.1,419.15,253941,419.15
23-MAY-2017,455,459.85,435.2,436.8,250522,436.8
22-MAY-2017,469.8,472.7,456,457.65,173462,457.65
19-MAY-2017,474.9,480.5,465.15,467.65,239440,467.65
